			0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71
Farm95026_2002_pigs	pigs_4	Pigmix	26024	26.4	  	8	18.4	15.3	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	6.07	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm95041_1996_pigs 	pigs_4	Pigmix	41964	87	  	8	18.9	15.9	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	7	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm95041_1997_pigs 	pigs_4	Pigmix	41974	87	  	8	19.4	16	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	6.87	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm95041_1998_pigs 	pigs_4	Pigmix	41984	87	  	8	20	15.8	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	7.15	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.1	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm95041_1999_pigs 	pigs_4	Pigmix	41994	87	  	8	20.1	16.1	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	7.03	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm95041_2000_pigs 	pigs_4	Pigmix	41004	87	  	8	20.2	16.3	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	7	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm95041_2001_pigs 	pigs_4	Pigmix	41014	87	  	8	20	16.2	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	6.5	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm95041_2002_pigs 	pigs_4	Pigmix	41024	86.8	  	8	19.3	13.9	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	5.54	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96022_1996_sows	sows_1	Pigmix	22961	83.3	  	8	18.6	15.5	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	6.2	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.3	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96022_1996_piglets	piglets_2	Pigmix	22962	84.4	  	8	21.3	18.1	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	5.67	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.5	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96022_1996_pigs	pigs_4	Pigmix	22964	84.1	  	8	21.6	18.3	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	5.21	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.3	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96022_1997_sows	sows_1	Pigmix	22971	85.6	  	8	17.9	14.8	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	9.49	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96022_1997_piglets	piglets_2	Pigmix	22972	84.7	  	8	24.7	21.2	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	7.08	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.4	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96022_1997_pigs	pigs_4	Pigmix	22974	86.2	  	8	21.1	17.7	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	5.91	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.3	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96022_1998_sows	sows_1	Pigmix	22981	84.6	  	8	18.4	14.9	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	9.8	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96022_1998_piglets	piglets_2	Pigmix	22982	83.6	  	8	25	21.3	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	7.19	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.4	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96022_1998_pigs	pigs_4	Pigmix	22984	85.5	  	8	20.4	16.8	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	5.94	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.3	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96022_1999_sows	sows_1	Pigmix	22991	85.1	  	8	19.8	16.2	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	7.04	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.3	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96022_1999_piglets	piglets_2	Pigmix	22992	84.6	  	8	23.9	20.3	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	8.55	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.4	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96022_1999_pigs	pigs_4	Pigmix	22994	85.4	  	8	20.5	16.2	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	6.29	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.3	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96022_2000_sows	sows_1	Pigmix	22001	85.5	  	8	19.2	15.5	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	5.36	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.3	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96022_2000_piglets	piglets_2	Pigmix	22002	85.9	  	8	23.6	19.4	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	5.61	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.3	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96022_2000_pigs	pigs_4	Pigmix	22004	85.6	  	8	20	15.7	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	5	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.3	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96022_2001_sows	sows_1	Pigmix	22011	85	  	8	18.6	15.5	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	6.72	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96022_2001_piglets	piglets_2	Pigmix	22012	85.7	  	8	22.5	19.1	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	7.16	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.3	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96022_2001_pigs	pigs_4	Pigmix	22014	85.5	  	8	19.1	16	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	6.13	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.3	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96022_2002_sows	sows_1	Pigmix	22021	86.2	  	8	17.6	13.7	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	6.66	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96022_2002_piglets	piglets_2	Pigmix	22022	86.9	  	8	22.3	16.7	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	7.69	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.3	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96022_2002_pigs	pigs_4	Pigmix	22024	86.1	  	8	19.1	16.1	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	5.95	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2	  	0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96071_1997_pigs 	pigs_4	Pigmix	71974	86.4		8	20.7	17.5	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	6.25	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2		0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96071_1998_pigs 	pigs_4	Pigmix	71984	87		8	20.4	17.3	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	5.73	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2		0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96071_1999_pigs 	pigs_4	Pigmix	71994	87		8	20.3	17.2	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	5.79	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2		0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96071_2000_pigs 	pigs_4	Pigmix	71004	87		8	20	16.7	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	6.43	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2		0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96071_2001_pigs 	pigs_4	Pigmix	71014	87		8	19.9	16.4	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	7	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2		0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96071_2002_pigs 	pigs_4	Pigmix	71024	87		8	19.9	15.9	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	6.76	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2		0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96072_1997_pigs 	pigs_4	Pigmix	72974	86		8	19.5	16.3	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	6.35	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2		0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96072_1998_pigs 	pigs_4	Pigmix	72984	87.1		8	19.3	16.1	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	5.56	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2		0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96072_1999_pigs 	pigs_4	Pigmix	72994	87		8	19.7	16.3	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	6.06	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2		0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96072_2000_pigs 	pigs_4	Pigmix	72004	87		8	19.4	16	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	6.3	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2		0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96072_2001_pigs 	pigs_4	Pigmix	72014	87		8	19.4	15.8	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	5.97	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2		0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96072_2002_pigs 	pigs_4	Pigmix	72024	87		8	19.4	15.8	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	5.78	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2		0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96074_1997_pigs 	pigs_4	Pigmix	74974	87		8	18.9	15.7	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	6.32	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2		0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96074_1998_pigs 	pigs_4	Pigmix	74984	87		8	19.4	15.8	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	6.3	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2		0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96074_1999_pigs 	pigs_4	Pigmix	74994	87.5		8	19.2	15.7	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	6.43	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2		0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96074_2000_pigs 	pigs_4	Pigmix	74004	88		8	19.2	15.7	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	6.59	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2		0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96074_2001_pigs 	pigs_4	Pigmix	74014	87.9		8	19.1	15.6	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	6.53	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2		0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
Farm96074_2002_pigs 	pigs_4	Pigmix	74024	87.8		8	19	14.7	10.8	-5.7	2.5	1.4	1.7	105	84.2	2.8	3.2	68	8.1	9	  	67	73	97	88.9	55.5	94.2	90	  	0.3	6.44	0.9	4.8	0.1	0.8	0.5	73.3	50	24	26	2	0	0.1	  	  	  	  	15	  	4	0.22	1.05	  	16.1	1.2		0.8	1	63.8	89.1	-47.5	14.3	26.5	562.1	67.1	0.2	0.9	3.3	1.1	87	2.51	1.5	2.49	1
